,Unnamed: 0,Fecha,Farmacia,Producto,SKU,Normal,Oferta
85,85,2022-04-09,Cruz Verde,Diazepam 10 mg 20 Comprimidos,2140,990,990
86,86,2022-04-09,Cruz Verde,Bromhexina 4 mg/5mL Jarabe 100 mL,2161,1.490,1.490
87,87,2022-04-09,Cruz Verde,Lorazepam 2 mg 30 Comprimidos,2169,1.740,1.740
88,88,2022-04-09,Cruz Verde,Hidralazina 50 mg 20 Comprimidos,2201,3.590,3.590
89,89,2022-04-09,Cruz Verde,Null,Null,Null,Null
90,90,2022-04-09,Cruz Verde,Nicergolina 15 mg 30 Comprimidos,2225,8.190,8.190
91,91,2022-04-09,Cruz Verde,Paracetamol 80 mg 20 Comprimidos,2247,1.590,1.590
92,92,2022-04-09,Cruz Verde,Nistatina Metronidazol 100.000 UI 10 Óvulos,2253,9.990,9.990
93,93,2022-04-09,Cruz Verde,Vitaminas ADC Gotas Pediátricas 30 mL,2278,4.760,4.760
94,94,2022-04-09,Cruz Verde,"Digoxina 0,25 mg 30 Comprimidos",2321,2.430,2.430
95,95,2022-04-09,Cruz Verde,Flucloxacilina 500 mg 12 Capsulas,2322,2.490,2.490
96,96,2022-04-09,Cruz Verde,Aciclovir 5% Crema Dérmica 5 gr,2368,1.390,1.390
97,97,2022-04-09,Cruz Verde,"Betametasona 0,05% Neomicina 0,5% Unguento 10 gr",2372,3.870,3.870
98,98,2022-04-09,Cruz Verde,Null,Null,Null,Null
99,99,2022-04-09,Cruz Verde,"Clotrimazol 1 gr Betametasona 0,05 gr Crema Tópica 15 gr",2384,1.890,1.890
100,100,2022-04-09,Cruz Verde,"Gentamicina 0,3% Solución Oftálmica 5 mL",2386,3.040,3.040
101,101,2022-04-09,Cruz Verde,"Gentamicina 0,3% Unguento Oftalmico 4 gr",2387,6.490,6.490
102,102,2022-04-09,Cruz Verde,Null,Null,Null,Null
103,103,2022-04-09,Cruz Verde,Tolnaftato 1% Solución Tópica 10 mL,2402,4.970,4.970
104,104,2022-04-09,Cruz Verde,Enalapril 20 mg 20 Comprimidos,2412,1.340,1.340
105,105,2022-04-09,Cruz Verde,Aspirina Adulto Acido Acetilsalicilico 500 mg 40 Comprimidos,3111,2.690,2.690
106,106,2022-04-09,Cruz Verde,Cafiaspirina AAS 40 mg 10 Comprimidos,3119,2.190,2.190
107,107,2022-04-09,Cruz Verde,Cardioaspirina 100 EC Ácido Acetilsalicílico 100 mg 20 Comprimidos,3121,7.390,5.990
108,108,2022-04-09,Cruz Verde,Cardioaspirina 100 EC Ácido Acetilsalicílico 100 mg 50 Comprimidos,3122,10.690,10.690
109,109,2022-04-09,Cruz Verde,Canesten Clotrimazol 1% Crema Tópica 20 gr,3128,3.290,3.290
110,110,2022-04-09,Cruz Verde,Canesten Clotrimazol 1% Spray 40 mL,3133,9.990,9.990
111,111,2022-04-09,Cruz Verde,Cafiaspirina Ácido Acetilsalicilico 40 mg 40 Comprimidos,3135,9.290,9.290
112,112,2022-04-09,Cruz Verde,Aspirina Forte Ácido Acetilsalicilico 650 mg 10 Comprimidos,3143,2.190,2.190
113,113,2022-04-09,Cruz Verde,Ritmocor Propafenona Clorhidrato 150 mg 20 Comprimidos,4047,28.390,28.390
114,114,2022-04-09,Cruz Verde,Null,Null,Null,Null
115,115,2022-04-09,Cruz Verde,Plexus Betametasona 2 mg 30 Comprimidos,4061,11.990,11.990
116,116,2022-04-09,Cruz Verde,Congestex Paracetam 15 mg/5ml Jarabe 120 mL,4067,10.490,10.490
117,117,2022-04-09,Cruz Verde,"Norvetal Levonorgestrel 0,15 mg Etinilestradiol 0,030 mg 21 Comprimidos",4078,17.990,17.990
118,118,2022-04-09,Cruz Verde,"Broncot Ambroxol 7,5 mg/mL Gotas 30 mL",4081,11.990,11.990
119,119,2022-04-09,Cruz Verde,Lerogin Clordiazepoxido 5 mg 30 Grageas,4086,22.590,22.590
120,120,2022-04-09,Cruz Verde,"Flemex Jat Codeina 7,5 mg/5mL Jarabe 120 mL",4092,13.490,13.490
121,121,2022-04-09,Cruz Verde,Atemperator Acido Valproico 200 mL 30 Comprimidos,4104,15.590,15.590
122,122,2022-04-09,Cruz Verde,Atemperator Acido Valproico 400 mg 20 Comprimidos,4105,22.390,22.390
123,123,2022-04-09,Cruz Verde,Congestex Paracetamol 400 mg 10 Cápsulas,4160,8.780,8.780
124,124,2022-04-09,Cruz Verde,Ciclomex Gestodeno 75 mcg Etinilestradiol 30 mcg 21 Comprimidos,4183,18.490,18.490
125,125,2022-04-09,Cruz Verde,Tensodox Ciclobenzaprina 10 mg 20 Comprimidos Recubierto,4202,13.390,13.390
126,126,2022-04-09,Cruz Verde,Dolnix Clormezanona 300 mg 10 Comprimidos Recubierto,4208,11.480,11.480
127,127,2022-04-09,Cruz Verde,Bacterol Sulfametoxazol 40 mg/5mL Suspensión 100 mL,4270,9.490,9.490
128,128,2022-04-09,Cruz Verde,Bacterol Forte Sulfametoxazol 80 mg/5mL Suspensión 100 mL,4271,10.990,10.990
129,129,2022-04-09,Cruz Verde,Seretran Paroxetina 20 mg 30 Comprimidos,4296,36.490,36.490
130,130,2022-04-09,Cruz Verde,Aerovial Budesonida 200 mcg Inhalador Bucal 200 Dosis,4300,15.990,15.990
131,131,2022-04-09,Cruz Verde,Null,Null,Null,Null
132,132,2022-04-09,Cruz Verde,"Valpax Clonazepam 0,5 mg 30 Comprimidos Ranurados",4376,7.890,7.890
133,133,2022-04-09,Cruz Verde,Valpax Clonazepam 2 mg 30 Comprimidos Ranurado,4377,15.390,15.390
134,134,2022-04-09,Cruz Verde,Ciclomex-20 Gestodeno 75 mcg Etinilestradiol 20 mcg 21 Comprimidos Recubiertos,4394,14.490,14.490
135,135,2022-04-09,Cruz Verde,Niofen Forte Ibuprofeno 200 mg/5ml Suspensión Pediátrica 120 mL,4397,7.290,7.290
136,136,2022-04-09,Cruz Verde,Primaquin Estradiol 1 mg 30 Comprimidos Recubierto,4398,15.590,15.590
137,137,2022-04-09,Cruz Verde,"Ciclidon-20 Desogestrel 0,15 mg Etinilestradiol 0,02 mg 21 Comprimidos Recubiertos",4424,16.790,16.790
138,138,2022-04-09,Cruz Verde,"Ciclidon Desogestrel 0,15 mg Etinilestradiol 0,03 mg 21 Comprimidos Recubiertos",4425,22.490,22.490
139,139,2022-04-09,Cruz Verde,"Normalac Linestrenol 0,5 mg 28 Comprimidos Recubiertos",4440,8.290,8.290
140,140,2022-04-09,Cruz Verde,"Dixi-35 Ciproterona 2 mg Etinilestradiol 0,035 mg 21 Comprimidos Recubiertos",4443,22.490,22.490
141,141,2022-04-09,Cruz Verde,Fluctin Fluconazol 150 mg 2 Cápsulas,4457,20.990,20.990
142,142,2022-04-09,Cruz Verde,Atemperator Acido Valproico 250 mg 20 Comprimidos,4458,12.590,12.590
143,143,2022-04-09,Cruz Verde,Atemperator Acido Valproico 500 mg 20 Comprimidos,4459,18.990,18.990
144,144,2022-04-09,Cruz Verde,Prozac Fluoxetina 20 mg 28 Comprimidos Dispersables,4470,55.440,55.440
145,145,2022-04-09,Cruz Verde,Humulin 30/70 Insulinas 30 1 Ampolla,4471,27.590,27.590
146,146,2022-04-09,Cruz Verde,Betaplex Carvedilol 25 mg 30 Comprimidos,4474,22.990,22.990
147,147,2022-04-09,Cruz Verde,Egogyn Vitamina E 400 UI 30 Cápsulas Blandas,4490,5.090,5.090
148,148,2022-04-09,Cruz Verde,Egogyn Vitamina E 1000 UI 30 Cápsulas Blandas,4491,10.990,10.990
149,149,2022-04-09,Cruz Verde,"Betaplex Carvedilol 12,50 mg 30 Comprimidos",4495,16.990,16.990
150,150,2022-04-09,Cruz Verde,Winasorb Paracetamol 150 mg/5mL Jarabe 60 mL,4508,7.090,7.090
151,151,2022-04-09,Cruz Verde,Apeplus Finasterida 1 mg 30 Comprimidos,4517,18.510,18.510
152,152,2022-04-09,Cruz Verde,Apeplus Finasterida 1 mg 90 Comprimidos,4518,78.990,78.990
153,153,2022-04-09,Cruz Verde,"Tinox Tibolona 2,5 mg 30 Comprimidos Recubiertos",4532,26.340,26.340
154,154,2022-04-09,Cruz Verde,Null,Null,Null,Null
155,155,2022-04-09,Cruz Verde,Corodin-D Losartan 50 mg 30 Comprimidos,4536,30.690,30.690
156,156,2022-04-09,Cruz Verde,Acerdil-D Lisinopril 20 mg 30 Comprimidos,4539,34.990,34.990
157,157,2022-04-09,Cruz Verde,Corodin Losartan Potasico 50 mg 30 Comprimidos,4540,22.290,22.290
158,158,2022-04-09,Cruz Verde,"Dal Desogestrel 0,15 mg 28 Comprimidos",4541,14.490,14.490
159,159,2022-04-09,Cruz Verde,Progendo Progesterona 100 mg 30 Cápsulas Blandas,4546,18.790,18.790
160,160,2022-04-09,Cruz Verde,Acerdil Lisinopril 10 mg 30 Comprimidos,4547,24.990,24.990
161,161,2022-04-09,Cruz Verde,Tensodox Ciclobenzaprina 10 mg 10 Comprimidos,4550,13.990,13.990
162,162,2022-04-09,Cruz Verde,Atemperator Acido Valproico 375 mg Gotas 25 mL,4552,22.090,22.090
163,163,2022-04-09,Cruz Verde,"Calmosedan Clormezanona 2,5 mg 30 Comprimidos",4553,15.490,15.490
164,164,2022-04-09,Cruz Verde,Valpin Anisotropina 8 mg Gotas 25 mL,4565,17.490,17.490
165,165,2022-04-09,Cruz Verde,Acerdil Lisinopril 5 mg 30 Comprimidos,4570,13.190,13.190
166,166,2022-04-09,Cruz Verde,Acerdil Lisinopril 20 mg 30 Comprimidos,4571,34.990,34.990
167,167,2022-04-09,Cruz Verde,Null,Null,Null,Null
168,168,2022-04-09,Cruz Verde,Humulin-Rapida Insulina Soluble Humana 100 UI 1 Ampolla,4580,30.290,30.290
169,169,2022-04-09,Cruz Verde,Flemex Jat Forte Codeina 10 mg/5ml Jarabe 120 mL,4583,14.490,14.490
170,170,2022-04-09,Cruz Verde,Flusona Fluticasona Propionato 125 mcg/ds Inhalador Bucal 120 Dosis,4597,29.990,29.990
171,171,2022-04-09,Cruz Verde,Null,Null,Null,Null
172,172,2022-04-09,Cruz Verde,Aradix Retard Metilfenidato 10 mg 30 Comprimidos,4604,32.690,32.690
173,173,2022-04-09,Cruz Verde,"Rinomex Loratadina 2,5 mg Jarabe 100 mL",4607,17.790,17.790
174,174,2022-04-09,Cruz Verde,Ciblex Mirtazapina 30 mg 30 Comprimidos Recubierto,4609,49.490,39.592
175,175,2022-04-09,Cruz Verde,Ciclomex-15 Gestodeno 60 mcg 28 Comprimidos,4611,13.990,13.990
176,176,2022-04-09,Cruz Verde,Valpax Clonazepam 1 mg 30 Comprimidos,4614,11.490,11.490
177,177,2022-04-09,Cruz Verde,Winasorb Paracetamol 100 mg Gotas 25 mL,4615,7.990,7.990
178,178,2022-04-09,Cruz Verde,"Prostall Tamsulosina 0,4 mg 30 Comprimidos",4620,19.790,19.790
179,179,2022-04-09,Cruz Verde,Infex Claritromicina 500 mg 20 Comprimidos,4621,24.490,24.490
180,180,2022-04-09,Cruz Verde,Niofen Flu Forte Ibuprofeno 30 mg Suspensión 120 mL,4626,9.850,9.850
181,181,2022-04-09,Cruz Verde,"Arlette 28 Desogestrel 0,075 mg 28 Comprimidos Recubiertos",4640,14.140,14.140
182,182,2022-04-09,Cruz Verde,Ciblex Mirtazapina 15 mg 30 Comprimidos Recubierto,4641,22.490,22.490
183,183,2022-04-09,Cruz Verde,Corodin Losartan Potasico 100 mg 30 Comprimidos,4671,20.490,20.490
184,184,2022-04-09,Cruz Verde,Null,Null,Null,Null
185,185,2022-04-09,Cruz Verde,Corodin-D Losartan 100 mg 30 Comprimidos Recubierto,4684,28.190,28.190
186,186,2022-04-09,Cruz Verde,Cialis Tadalafilo 20 mg 2 Comprimidos Recubierto,4693,33.490,33.490
187,187,2022-04-09,Cruz Verde,Cialis Tadalafilo 20 mg 4 Comprimidos Recubiertos,4694,53.890,53.890
188,188,2022-04-09,Cruz Verde,Bantix Mupirocina 2% Unguento 15 gr,4695,15.490,15.490
189,189,2022-04-09,Cruz Verde,Kopodex Levetiracetam 500 mg 60 Comprimidos Recubierto,4707,46.790,46.790
190,190,2022-04-09,Cruz Verde,Zyprexa Olanzapina 10 mg 1 Ampolla,4708,18.510,18.510
191,191,2022-04-09,Cruz Verde,Strattera Atomoxetina 10 mg 7 Cápsulas,4710,23.560,23.560
192,192,2022-04-09,Cruz Verde,Strattera Atomoxetina 18 mg 7 Cápsulas,4711,29.690,29.690
193,193,2022-04-09,Cruz Verde,Strattera Atomoxetina 25 mg 14 Cápsulas,4712,47.890,47.890
194,194,2022-04-09,Cruz Verde,Strattera Atomoxetina 40 mg 14 Cápsulas,4713,51.990,51.990
195,195,2022-04-09,Cruz Verde,Strattera Atomoxetina 60 mg 14 Cápsulas,4714,51.090,51.090
196,196,2022-04-09,Cruz Verde,Aero Itan Simeticona 100 mg 20 Cápsulas,6005,16.760,16.760
197,197,2022-04-09,Cruz Verde,Null,Null,Null,Null
198,198,2022-04-09,Cruz Verde,"Oftalirio Antazolina 0,05 Solución Oftálmica 10 mL",6013,11.490,11.490
199,199,2022-04-09,Cruz Verde,Atropina Atropina Sulfato 1% Solución Oftálmica 10 mL,6016,11.640,11.640
200,200,2022-04-09,Cruz Verde,Diaren Nifuroxazida 200 mg 20 Comprimidos,6018,9.340,9.340
201,201,2022-04-09,Cruz Verde,Diaren Nifuroxazida 200 mg Suspensión 100 mL,6025,19.080,19.080
202,202,2022-04-09,Cruz Verde,Elixine Teofilina 80 mg Jarabe 250 mL,6031,23.290,23.290
203,203,2022-04-09,Cruz Verde,Itan Metoclopramida 10 mg 30 Comprimidos,6037,10.590,10.590
204,204,2022-04-09,Cruz Verde,"Oftabiotico Polimixina B 0,06% Solución Oftálmica 10 mL",6045,10.190,10.190
205,205,2022-04-09,Cruz Verde,Oftabiotico Polimixina 6000 UI Unguento Oftalmico 4 gr,6046,12.990,12.990
206,206,2022-04-09,Cruz Verde,"Oftasona-P Betametasona 0,1% Solución Oftálmica 10 mL",6048,13.790,13.790
207,207,2022-04-09,Cruz Verde,"Oftasona-N Betametasona 0,35 Solución Oftálmica 10 mL",6049,14.290,14.290
208,208,2022-04-09,Cruz Verde,AB Clorhexidina 5 mg 12 Comprimidos Masticable Sabor Miel / Limón,6050,3.190,3.190
209,209,2022-04-09,Cruz Verde,Elixine Lentocap. Teofilina 300 mg 20 Cápsulas,6051,24.890,24.890
210,210,2022-04-09,Cruz Verde,Null,Null,Null,Null
211,211,2022-04-09,Cruz Verde,Null,Null,Null,Null
212,212,2022-04-09,Cruz Verde,"Ciproval Ciprofloxacino 0,3% Solución Oftálmica 5 mL",6064,23.290,23.290
213,213,2022-04-09,Cruz Verde,Pilocarpina 2% Solución Oftálmica 10 mL,6066,7.940,7.940
214,214,2022-04-09,Cruz Verde,Pilocarpina 4% Solución Oftálmica 10 mL,6067,9.140,9.140
215,215,2022-04-09,Cruz Verde,"Oftasona-N Betametasona 0,35 Unguento Oftalmico 3 gr",6068,13.790,13.790
216,216,2022-04-09,Cruz Verde,Salcal Fenproporex 10 mg 30 Comprimidos,6070,28.790,28.790
217,217,2022-04-09,Cruz Verde,Tol-12 Forte 20 Cápsulas,6081,18.140,18.140
218,218,2022-04-09,Cruz Verde,Tol-12 Forte Vitamina B12 10 mg 3 Ampollas de 3 mL,6084,6.590,6.590
219,219,2022-04-09,Cruz Verde,Amoval Amoxicilina 500 mg 21 Comprimidos Recubierto,6093,19.490,19.490
220,220,2022-04-09,Cruz Verde,"Nicotears Dextran 0,3% Solución Oftálmica 20 mL",6099,10.690,10.690
221,221,2022-04-09,Cruz Verde,Trio-Val Paracetamol 120 mg Gotas 15 mL,6105,9.780,9.780
222,222,2022-04-09,Cruz Verde,"Tiof Timolol 0,25% Solución Oftálmica 10 mL",6112,14.690,14.690
223,223,2022-04-09,Cruz Verde,"Tiof Timolol 0,5% Solución Oftálmica 10 mL",6113,17.790,17.790
224,224,2022-04-09,Cruz Verde,Elixine Lentocap. Teofilina 250 mg 20 Cápsulas,6114,23.590,23.590
225,225,2022-04-09,Cruz Verde,Elixine Lentocap. Teofilina 125 mg 20 Cápsulas,6115,20.890,20.890
226,226,2022-04-09,Cruz Verde,Amoval Amoxicilina 750 mg 21 Comprimidos,6116,23.450,23.450
227,227,2022-04-09,Cruz Verde,Antiax Magaldrate 480 mg 24 Comprimidos,6119,11.090,11.090
228,228,2022-04-09,Cruz Verde,Adax Alprazolam 1 mg 30 Comprimidos,6125,18.990,18.990
229,229,2022-04-09,Cruz Verde,Antalin Amitriptilina 10 mg 30 Comprimidos,6127,22.090,22.090
230,230,2022-04-09,Cruz Verde,Amoval Amoxicilina 500 mg/5ml Suspensión 100 mL,6131,17.490,17.490
231,231,2022-04-09,Cruz Verde,Amoval Amoxicilina 250 mg/5ml Suspensión 100 mL,6132,17.390,17.390
232,232,2022-04-09,Cruz Verde,Antalin Clordiazepoxido 5 mg 30 Comprimidos,6137,21.190,21.190
233,233,2022-04-09,Cruz Verde,Null,Null,Null,Null
234,234,2022-04-09,Cruz Verde,"Beof Betaxolol 0,5% Solución Oftálmica 5 mL",6145,16.790,16.790
235,235,2022-04-09,Cruz Verde,"Adax Alprazolam 0,5 mg 30 Comprimidos",6148,17.490,17.490
236,236,2022-04-09,Cruz Verde,Null,Null,Null,Null
237,237,2022-04-09,Cruz Verde,"Oftagen Gentamicina 0,3% Unguento Oftálmico 3,5 gr",6151,11.790,11.790
238,238,2022-04-09,Cruz Verde,"Oftagen Compuesto Gentamicina 0,3% Betametasona 0,1% Solucion Oftalmica 5 mL",6152,16.290,16.290
239,239,2022-04-09,Cruz Verde,"Oftagen Compuesto Gentamicina 0,3% Betametasona 0,1% Ungüento Oftálmico 3,5 gr",6153,10.190,10.190
240,240,2022-04-09,Cruz Verde,"Clavinex Amoxicilina 62,5 mg/5mL Suspensión 60 mL",6155,13.390,13.390
241,241,2022-04-09,Cruz Verde,Fungium Ketoconazol 2% Crema Tópica 15 gr,6163,12.490,12.490
